1,3.349233,5.20E-30,0,0.72,0.065,0.078,0.988274
1,3.416629,1.56E-30,0,0.7,0.062,0.078,0.988274
1,3.484697,6.44E-30,0,0.7,0.05,0.075,0.988274
1,3.5089,1.10E-29,0,0.7,0.056,0.075,0.988274
1,3.521567,1.01E-28,0,0.65,0.053,0.073,0.988274
1,3.593746,2.49E-29,0,0.7,0.053,0.075,0.988274
1,3.626224,1.76E-30,0,0.72,0.062,0.077,0.988274
1,3.797736,2.38E-30,0,0.69,0.056,0.074,0.988274
1,3.80837,7.95E-30,0,0.69,0.056,0.074,0.988274
1,3.895061,2.50E-30,0,0.73,0.065,0.079,0.988274
1,3.978494,1.73E-30,0,0.7,0.062,0.078,0.988274
1,4.027632,1.12E-29,0,0.69,0.056,0.074,0.988274
1,4.06067,1.76E-29,0,0.65,0.056,0.073,0.988274
1,4.118127,4.19E-29,0,0.7,0.062,0.078,0.988274
1,4.123845,9.56E-30,0,0.65,0.05,0.073,0.988274
1,4.250434,2.66E-28,0,0.7,0.059,0.078,0.988274
1,4.327692,3.26E-30,0,0.64,0.053,0.068,0.988274
1,4.396485,7.37E-30,0,0.65,0.053,0.073,0.988274
1,4.440038,5.63E-30,0,0.65,0.041,0.073,0.988274
1,4.488984,4.77E-30,-0.000009,0.63,0.052,0.067,0.988274
1,4.510401,1.74E-29,0,0.7,0.062,0.078,0.988274
1,4.652706,1.10E-30,0,0.7,0.056,0.075,0.988274
1,4.676895,1.36E-29,0,0.72,0.056,0.078,0.988274
1,4.684724,2.32E-30,0,0.72,0.065,0.078,0.988274
1,4.781247,4.99E-30,0,0.64,0.053,0.07,0.988274
1,4.809912,5.83E-30,0,0.64,0.053,0.07,0.988274
1,4.876971,5.96E-30,0,0.64,0.053,0.07,0.988274
1,4.883798,1.34E-29,0,0.7,0.062,0.075,0.988274
1,5.085603,9.23E-29,0,0.7,0.059,0.078,0.988274
1,5.172199,7.55E-30,0,0.69,0.056,0.074,0.988274
1,5.185832,2.01E-29,0,0.72,0.062,0.077,0.988274
1,5.256105,2.41E-30,-0.000011,0.64,0.052,0.068,0.988274
1,5.264551,1.04E-30,-0.000011,0.62,0.048,0.063,0.988274
1,5.285699,3.24E-30,0,0.65,0.056,0.073,0.988274
1,5.3155,3.81E-30,-0.000011,0.64,0.052,0.068,0.988274
1,5.335981,1.59E-30,-0.000011,0.63,0.049,0.065,0.988274
