3,3.958997,8.14E-30,0,0.97,0.057,0.057,0.000742235
3,3.960664,1.22E-29,0,0.97,0.057,0.057,0.000742235
1,3.961085,1.00E-25,0,0.97,0.057,0.057,0.995262
2,3.9614,1.91E-28,0,0.97,0.057,0.057,0.003991
3,3.962872,1.62E-29,0,0.97,0.057,0.057,0.000742235
1,3.970723,5.21E-29,0,0.97,0.057,0.057,0.995262
2,7.803602,2.84E-28,0,0.86,0.0573,0.058,0.003991
3,7.985336,3.63E-30,0,0.86,0.0573,0.058,0.000742235
3,7.990597,8.47E-30,0,0.86,0.0573,0.058,0.000742235
3,7.992161,8.47E-30,0,0.86,0.0573,0.058,0.000742235
3,7.997421,1.03E-30,0,0.86,0.0573,0.058,0.000742235
3,8.004722,8.69E-30,0,0.86,0.0573,0.058,0.000742235
3,8.007002,8.68E-30,0,0.86,0.0573,0.058,0.000742235
3,8.014303,1.56E-29,0,0.86,0.0573,0.058,0.000742235
3,8.239426,8.09E-36,0,0.86,0.0573,0.058,0.000742235
3,8.241426,2.96E-35,0,0.86,0.0573,0.058,0.000742235
3,8.241767,6.37E-36,0,0.86,0.0573,0.058,0.000742235
3,8.243177,1.24E-36,0,0.86,0.0573,0.058,0.000742235
3,8.244565,4.99E-35,0,0.86,0.0573,0.058,0.000742235
3,8.244687,1.59E-35,0,0.86,0.0573,0.058,0.000742235
3,8.247028,2.73E-36,0,0.86,0.0573,0.058,0.000742235
3,8.248727,1.65E-35,0,0.86,0.0573,0.058,0.000742235
3,8.251988,2.07E-36,0,0.86,0.0573,0.058,0.000742235
2,9.955987,1.62E-28,0,0.86,0.0573,0.058,0.003991
3,10.158856,2.09E-30,0,0.86,0.0573,0.058,0.000742235
3,10.159163,2.92E-30,0,0.86,0.0573,0.058,0.000742235
3,10.159683,1.94E-30,0,0.86,0.0573,0.058,0.000742235
3,10.164424,1.25E-30,0,0.86,0.0573,0.058,0.000742235
3,10.164944,3.82E-30,0,0.86,0.0573,0.058,0.000742235
3,10.165687,5.36E-30,0,0.86,0.0573,0.058,0.000742235
3,10.172245,4.99E-31,0,0.86,0.0573,0.058,0.000742235
3,10.172988,2.99E-30,0,0.86,0.0573,0.058,0.000742235
3,10.173972,1.04E-29,0,0.86,0.0573,0.058,0.000742235
2,11.508553,4.17E-29,0,0.72,0.0558,0.057,0.003991
3,11.867923,5.28E-31,0,0.72,0.0558,0.057,0.000742235
3,11.868467,3.18E-31,0,0.72,0.0558,0.057,0.000742235
3,11.86996,1.27E-31,0,0.72,0.0558,0.057,0.000742235
3,11.870135,7.38E-31,0,0.72,0.0558,0.057,0.000742235
3,11.872168,9.67E-31,0,0.72,0.0558,0.057,0.000742235
3,11.873836,4.90E-31,0,0.72,0.0558,0.057,0.000742235
3,11.875171,7.59E-31,0,0.72,0.0558,0.057,0.000742235
3,11.877379,1.36E-30,0,0.72,0.0558,0.057,0.000742235
3,11.881923,2.65E-30,0,0.72,0.0558,0.057,0.000742235
3,11.999341,1.96E-40,0,0.72,0.0555,0.055,0.000742235
3,12.002624,4.26E-41,0,0.72,0.0555,0.055,0.000742235
3,12.004832,7.76E-41,0,0.72,0.0555,0.055,0.000742235
3,12.005192,2.82E-42,0,0.72,0.0555,0.055,0.000742235
3,12.0074,2.20E-41,0,0.72,0.0555,0.055,0.000742235
3,12.009068,1.14E-41,0,0.72,0.0555,0.055,0.000742235
3,12.009242,1.39E-42,0,0.72,0.0555,0.055,0.000742235
3,12.01091,3.27E-42,0,0.72,0.0555,0.055,0.000742235
1,12.132363,1.15E-29,0,0.72,0.0558,0.057,0.995262
1,12.291778,2.22E-26,0,0.72,0.0558,0.057,0.995262
2,13.400597,4.64E-28,0,0.72,0.056,0.056,0.003991
3,13.741311,1.31E-30,0,0.72,0.056,0.056,0.000742235
3,13.743257,4.59E-30,0,0.72,0.056,0.056,0.000742235
3,13.743523,4.59E-30,0,0.72,0.056,0.056,0.000742235
3,13.745469,1.30E-31,0,0.72,0.056,0.056,0.000742235
3,13.748697,7.08E-30,0,0.72,0.056,0.056,0.000742235
3,13.74917,7.08E-30,0,0.72,0.056,0.056,0.000742235
3,13.752398,3.03E-30,0,0.72,0.056,0.056,0.000742235
3,13.756883,7.59E-30,0,0.72,0.056,0.056,0.000742235
3,13.757609,7.59E-30,0,0.72,0.056,0.056,0.000742235
3,13.762094,1.05E-29,0,0.72,0.056,0.056,0.000742235
3,13.767805,5.47E-30,0,0.72,0.056,0.056,0.000742235
3,13.768846,5.47E-30,0,0.72,0.056,0.056,0.000742235
3,13.774557,2.41E-29,0,0.72,0.056,0.056,0.000742235
3,13.884298,1.97E-36,0,0.72,0.0555,0.055,0.000742235
3,13.884402,1.08E-35,0,0.72,0.0555,0.055,0.000742235
3,13.885062,3.00E-35,0,0.72,0.0555,0.055,0.000742235
3,13.886244,3.64E-36,0,0.72,0.0555,0.055,0.000742235
3,13.886264,5.57E-35,0,0.72,0.0555,0.055,0.000742235
3,13.88763,1.06E-35,0,0.72,0.0555,0.055,0.000742235
3,13.88799,6.55E-35,0,0.72,0.0555,0.055,0.000742235
3,13.889472,7.80E-37,0,0.72,0.0555,0.055,0.000742235
3,13.889547,1.62E-35,0,0.72,0.0555,0.055,0.000742235
3,13.891975,1.31E-35,0,0.72,0.0555,0.055,0.000742235
3,13.892115,1.34E-36,0,0.72,0.0555,0.055,0.000742235
3,13.895258,9.15E-37,0,0.72,0.0555,0.055,0.000742235
3,13.950437,4.52E-38,0,0.72,0.0555,0.055,0.000742235
